id;link;nama_usaha;kategori;alamat;no_telp;jenis_platform;maps
1154;https://www.tokopedia.com/supplier-tapis;Supplier tapis;;Kab. Pesawaran;;Tokopedia;
1155;https://www.tokopedia.com/supplier-tapis;Supplier tapis;;Kab. Pesawaran;;Tokopedia;
1156;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1157;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1158;https://www.tokopedia.com/r-ariyani;R Ariyani;;Bandar Lampung;;Tokopedia;
1159;https://www.tokopedia.com/rajawijaya;rajawijaya;;Kab. Lampung Tengah;;Tokopedia;
1160;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1161;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1162;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1163;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1164;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1165;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1166;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1167;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1168;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1169;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1170;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1171;https://www.tokopedia.com/supplier-tapis;Supplier tapis;;Kab. Pesawaran;;Tokopedia;
1172;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1173;https://www.tokopedia.com/supplier-tapis;Supplier tapis;;Kab. Pesawaran;;Tokopedia;
1174;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;;Bandar Lampung;;Tokopedia;
1175;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1176;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1177;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1178;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1179;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1180;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1181;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1182;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1183;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1184;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1185;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1186;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1187;https://www.tokopedia.com/sambordir-tapis-lampung;SamBordir Tapis Lampung;;Bandar Lampung;;Tokopedia;
1188;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1189;https://www.tokopedia.com/diyahchan;diyahchan;;Kab. Tanggamus;;Tokopedia;
1190;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1191;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1192;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1193;https://www.tokopedia.com/rajawijaya;rajawijaya;;Kab. Lampung Tengah;;Tokopedia;
1194;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1195;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1196;https://www.tokopedia.com/ima-tapis-lampung;ima tapis lampung;;Kab. Lampung Selatan;;Tokopedia;
1197;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1198;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1199;https://www.tokopedia.com/rajawijaya;rajawijaya;;Kab. Lampung Tengah;;Tokopedia;
1200;https://www.tokopedia.com/elza-tapis;Elza Tapis;;Kab. Lampung Selatan;;Tokopedia;
1201;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1202;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1203;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1204;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1205;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1206;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;;Bandar Lampung;;Tokopedia;
1207;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1208;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1209;https://www.tokopedia.com/sambordir-tapis-lampung;SamBordir Tapis Lampung;;Bandar Lampung;;Tokopedia;
1210;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1211;https://www.tokopedia.com/toko-tapis-henica;TOKO TAPIS HENICA;;Metro;;Tokopedia;
1212;https://www.tokopedia.com/supplier-tapis;Supplier tapis;;Kab. Pesawaran;;Tokopedia;
1213;https://www.tokopedia.com/icha-tapislampung;Icha Tapislampung;;Kab. Pesawaran;;Tokopedia;
1214;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1215;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1216;https://www.tokopedia.com/desti-tapis;desti tapis;;Bandar Lampung;;Tokopedia;
1217;https://www.tokopedia.com/lastshot;Lastshot;;Kab. Lampung Selatan;;Tokopedia;
1218;https://www.tokopedia.com/nikazhar;@nika@zhar;;Kab. Pringsewu;;Tokopedia;
1219;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;;Bandar Lampung;;Tokopedia;
1220;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1221;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1222;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1223;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1224;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1225;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1226;https://www.tokopedia.com/rajawijaya;rajawijaya;;Kab. Lampung Tengah;;Tokopedia;
1227;https://www.tokopedia.com/sambordir-tapis-lampung;SamBordir Tapis Lampung;;Bandar Lampung;;Tokopedia;
1228;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1229;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;;Bandar Lampung;;Tokopedia;
1230;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1231;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1232;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1233;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1234;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1235;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1236;https://www.tokopedia.com/guba-galery-tapis;Guba Galery Tapis;;Kab. Lampung Tengah;;Tokopedia;
1237;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1238;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;;Bandar Lampung;;Tokopedia;
1239;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1240;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1241;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1242;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1243;https://www.tokopedia.com/fc-fina-collection;FC Fina Collection;;Kab. Pesawaran;;Tokopedia;
1244;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1245;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1246;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1247;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1248;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1249;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1250;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1251;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1252;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1253;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1254;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1255;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1256;https://www.tokopedia.com/toko-tapis-rani-bordir;toko tapis rani bordir;;Kab. Lampung Utara;;Tokopedia;
1257;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1258;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;;Bandar Lampung;;Tokopedia;
1259;https://www.tokopedia.com/wr-udud-online;WR UDUD Online;;Bandar Lampung;;Tokopedia;
1260;https://www.tokopedia.com/nida-khoiri;Nida khoiri;;Bandar Lampung;;Tokopedia;
1261;https://www.tokopedia.com/supplier-tapis;Supplier tapis;;Kab. Pesawaran;;Tokopedia;
1262;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1263;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1264;https://www.tokopedia.com/ammizyl46;Ammi.Zyl46;;Kab. Lampung Tengah;;Tokopedia;
1265;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1266;https://www.tokopedia.com/desti-tapis;desti tapis;;Bandar Lampung;;Tokopedia;
1267;https://www.tokopedia.com/sambordir-tapis-lampung;SamBordir Tapis Lampung;;Bandar Lampung;;Tokopedia;
1268;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1269;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1270;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;;Bandar Lampung;;Tokopedia;
1271;https://www.tokopedia.com/rajawijaya;rajawijaya;;Kab. Lampung Tengah;;Tokopedia;
1272;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1273;https://www.tokopedia.com/rktl;Rumah Kaos Tapis Lampung;;Metro;;Tokopedia;
1274;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1275;https://www.tokopedia.com/rajawijaya;rajawijaya;;Kab. Lampung Tengah;;Tokopedia;
1276;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1277;https://www.tokopedia.com/diyahchan;diyahchan;;Kab. Tanggamus;;Tokopedia;
1278;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1279;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1280;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1281;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1282;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1283;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1284;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1285;https://www.tokopedia.com/adaygketarketirnih;adaygketarketirnih;;Kab. Lampung Tengah;;Tokopedia;
1286;https://www.tokopedia.com/rajawijaya;rajawijaya;;Kab. Lampung Tengah;;Tokopedia;
1287;https://www.tokopedia.com/mulimekhanaiujungaspal;Mulimekhanaiujungaspal;;Kab. Lampung Selatan;;Tokopedia;
1288;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1289;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1290;https://www.tokopedia.com/bellabo;Bellabo;;Bandar Lampung;;Tokopedia;
1291;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1292;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1293;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1294;https://www.tokopedia.com/solehan-ranau-group;Solehan Ranau Group;;Kab. Pesawaran;;Tokopedia;
1295;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;;Bandar Lampung;;Tokopedia;
1296;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1297;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1298;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1299;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1300;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1301;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1302;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1303;https://www.tokopedia.com/sambordir-tapis-lampung;SamBordir Tapis Lampung;;Bandar Lampung;;Tokopedia;
1304;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1305;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1306;https://www.tokopedia.com/r-ariyani;R Ariyani;;Bandar Lampung;;Tokopedia;
1307;https://www.tokopedia.com/by-tatik-craft;By Tatik Craft;;Kab. Pesawaran;;Tokopedia;
1308;https://www.tokopedia.com/galeri-mutiara-collection;Galeri mutiara collection;;Bandar Lampung;;Tokopedia;
1309;https://www.tokopedia.com/rajawijaya;rajawijaya;;Kab. Lampung Tengah;;Tokopedia;
1310;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1311;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;;Bandar Lampung;;Tokopedia;
1312;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1313;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1314;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1315;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;;Bandar Lampung;;Tokopedia;
1316;https://www.tokopedia.com/rktl;Rumah Kaos Tapis Lampung;;Metro;;Tokopedia;
1317;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1318;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1319;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1320;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1321;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1322;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;;Bandar Lampung;;Tokopedia;
1323;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1324;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1325;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1326;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1327;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1328;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1329;https://www.tokopedia.com/nusantara-text;Nusantara Text;;Bandar Lampung;;Tokopedia;
1330;https://www.tokopedia.com/rajawijaya;rajawijaya;;Kab. Lampung Tengah;;Tokopedia;
1331;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1332;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1333;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1334;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1335;https://www.tokopedia.com/hapiziak;Hapizi.ak;;Kab. Pesawaran;;Tokopedia;
1336;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1337;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;;Bandar Lampung;;Tokopedia;
1338;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1339;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1340;https://www.tokopedia.com/rktl;Rumah Kaos Tapis Lampung;;Metro;;Tokopedia;
1341;https://www.tokopedia.com/supplier-tapis;Supplier tapis;;Kab. Pesawaran;;Tokopedia;
1342;https://www.tokopedia.com/lastshot;Lastshot;;Kab. Lampung Selatan;;Tokopedia;
1343;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1344;https://www.tokopedia.com/twentiishop;twentiishop;;Kab. Lampung Timur;;Tokopedia;
1345;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1346;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1347;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1348;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1349;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1350;https://www.tokopedia.com/dita-tapis-shop;dita tapis shop;;Kab. Pesawaran;;Tokopedia;
1351;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1352;https://www.tokopedia.com/desti-tapis;desti tapis;;Bandar Lampung;;Tokopedia;
1353;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1354;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1355;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1356;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1357;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1358;https://www.tokopedia.com/rktl;Rumah Kaos Tapis Lampung;;Metro;;Tokopedia;
1359;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1360;https://www.tokopedia.com/supplier-tapis;Supplier tapis;;Kab. Pesawaran;;Tokopedia;
1361;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1362;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1363;https://www.tokopedia.com/ricoarisna-fashion;RicoArisna fashion;;Bandar Lampung;;Tokopedia;
1364;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1365;https://www.tokopedia.com/samisutra;SAMI SUTRA;;Bandar Lampung;;Tokopedia;
1366;https://www.tokopedia.com/nitapis-lampung;Nitapis lampung;;Bandar Lampung;;Tokopedia;
1367;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1368;https://www.tokopedia.com/r-ariyani;R Ariyani;;Bandar Lampung;;Tokopedia;
1369;https://www.tokopedia.com/r-ariyani;R Ariyani;;Bandar Lampung;;Tokopedia;
1370;https://www.tokopedia.com/toko-tapis-rani-bordir;toko tapis rani bordir;;Kab. Lampung Utara;;Tokopedia;
1371;https://www.tokopedia.com/rktl;Rumah Kaos Tapis Lampung;;Metro;;Tokopedia;
1372;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1373;https://www.tokopedia.com/supplier-tapis;Supplier tapis;;Kab. Pesawaran;;Tokopedia;
1374;https://www.tokopedia.com/galeri-craftina;Galeri craftina;;Kab. Lampung Utara;;Tokopedia;
1375;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1376;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;;Bandar Lampung;;Tokopedia;
1377;https://www.tokopedia.com/sella-tapis;Sella Tapis;;Bandar Lampung;;Tokopedia;
1378;https://www.tokopedia.com/taps-in-lampung;TAPS IN LAMPUNG;;Bandar Lampung;;Tokopedia;
1379;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1380;https://www.tokopedia.com/supplier-tapis;Supplier tapis;;Kab. Pesawaran;;Tokopedia;
1381;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1382;https://www.tokopedia.com/rktl;Rumah Kaos Tapis Lampung;;Metro;;Tokopedia;
1383;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1384;https://www.tokopedia.com/saraswatiajeng;saraswatiajeng;;Kab. Lampung Selatan;;Tokopedia;
1385;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1386;https://www.tokopedia.com/wr-udud-online;WR UDUD Online;;Bandar Lampung;;Tokopedia;
1387;https://www.tokopedia.com/kikirahmawatigrl;kikirahmawati.grl;;Kab. Lampung Selatan;;Tokopedia;
1388;https://www.tokopedia.com/nida-khoiri;Nida khoiri;;Bandar Lampung;;Tokopedia;
1389;https://www.tokopedia.com/sahrona-tapis;SAHRONA TAPIS;;Kab. Pesawaran;;Tokopedia;
1390;https://www.tokopedia.com/rajawijaya-printing;Rajawijaya Printing;;Kab. Lampung Tengah;;Tokopedia;
1391;https://www.tokopedia.com/wr-udud-online;WR UDUD Online;;Bandar Lampung;;Tokopedia;
1392;https://www.tokopedia.com/taps-in-lampung;TAPS IN LAMPUNG;;Bandar Lampung;;Tokopedia;
1393;https://www.tokopedia.com/seftia-sahwan-tapis-lampung;Seftia sahwan tapis lampung;;Bandar Lampung;;Tokopedia;
1394;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1395;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
1396;https://www.tokopedia.com/bramyoung-selempang;bramyoung selempang;;Bandar Lampung;;Tokopedia;
1397;https://www.tokopedia.com/galeri-mutiara-collection;Galeri mutiara collection;;Bandar Lampung;;Tokopedia;
1398;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;;Bandar Lampung;;Tokopedia;
1399;https://www.tokopedia.com/taps-in-lampung;TAPS IN LAMPUNG;;Bandar Lampung;;Tokopedia;
1400;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1401;https://www.tokopedia.com/pengandan-mantor-art;PENGANDAN MANTOR ART;;Kab. Pesawaran;;Tokopedia;
1402;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1403;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1404;https://www.tokopedia.com/snailycraft;Maharani tapis lampung;;Bandar Lampung;;Tokopedia;
1405;https://www.tokopedia.com/solehan-ranau-group;Solehan Ranau Group;;Kab. Pesawaran;;Tokopedia;
1406;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;;Bandar Lampung;;Tokopedia;
1407;https://www.tokopedia.com/sahrona-tapis;SAHRONA TAPIS;;Kab. Pesawaran;;Tokopedia;
1408;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;;Bandar Lampung;;Tokopedia;
1409;https://www.tokopedia.com/-2-372;𝗔𝘀𝗶𝗵𝗰𝗿𝗮𝗳𝘁𝗹𝗮𝗺𝗽𝘂𝗻𝗴 2;;Bandar Lampung;;Tokopedia;
1410;https://www.tokopedia.com/rajawijaya;rajawijaya;;Kab. Lampung Tengah;;Tokopedia;
1411;https://www.tokopedia.com/taps-in-lampung;TAPS IN LAMPUNG;;Bandar Lampung;;Tokopedia;
1412;https://www.tokopedia.com/rajawijaya-printing;Rajawijaya Printing;;Kab. Lampung Tengah;;Tokopedia;
1413;https://www.tokopedia.com/sefti-tapis;Sefti tapis;;Bandar Lampung;;Tokopedia;
1414;https://www.tokopedia.com/sellacraft;Sellacraft_NEW;;Bandar Lampung;;Tokopedia;
