id;link;nama_usaha;kategori;alamat;no_telp;jenis_platform;maps
1;https://www.google.com/maps/place/Sentral+Tapis/data=!4m7!3m6!1s0x2e40da5774fdf169:0x367b0bae98e615a8!8m2!3d-5.4101599!4d105.2558959!16s%2Fg%2F11bw4t_pfw!19sChIJafH9dFfaQC4RqBXmmK4LezY?authuser=0&hl=id&rclk=1;Sentral Tapis;Toko Pakaian;Pasar Bambu Kuning Plaza Blok C. 22 - 23, Blok D.08, Jalan Imam Bonjol, Klp. Tiga, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35111;0852-7988-2963;Google Maps;https://www.google.com/maps/place/Sentral+Tapis/data=!4m7!3m6!1s0x2e40da5774fdf169:0x367b0bae98e615a8!8m2!3d-5.4101599!4d105.2558959!16s%2Fg%2F11bw4t_pfw!19sChIJafH9dFfaQC4RqBXmmK4LezY?authuser=0&hl=id&rclk=1
2;https://www.google.com/maps/place/Adian+Tapis/data=!4m7!3m6!1s0x2e40db2f66833475:0x557b4aa2d646eda5!8m2!3d-5.3824913!4d105.2448139!16s%2Fg%2F11hdy6vfd4!19sChIJdTSDZi_bQC4Rpe1G1qJKe1U?authuser=0&hl=id&rclk=1;Adian Tapis;Toko Suvenir;J69V+2W4 Adian Tapis, Palapa 10/D, Gunung Terang, Tanjungkarang Barat, Bandar Lampung City, Lampung 35147;;Google Maps;https://www.google.com/maps/place/Adian+Tapis/data=!4m7!3m6!1s0x2e40db2f66833475:0x557b4aa2d646eda5!8m2!3d-5.3824913!4d105.2448139!16s%2Fg%2F11hdy6vfd4!19sChIJdTSDZi_bQC4Rpe1G1qJKe1U?authuser=0&hl=id&rclk=1
3;https://www.google.com/maps/place/Tapis+Lampung+ALYN+TAPIS+Kain+Tapis+Toko+Tapis+di+Bandar+Lampung+Pengrajin+Tapis+Lampung/data=!4m7!3m6!1s0x2e40dadd326645a7:0x2bee8dc8d864e773!8m2!3d-5.3853866!4d105.2548722!16s%2Fg%2F11g9vvdzsg!19sChIJp0VmMt3aQC4Rc-dk2MiN7is?authuser=0&hl=id&rclk=1;Tapis Lampung ALYN TAPIS Kain Tapis Toko Tapis di Bandar Lampung Pengrajin Tapis Lampung;Toko Suvenir;Jl. Pagar Alam No.23/171, Kedaton, Kec. Kedaton, Kota Bandar Lampung, Lampung 35141;0896-6655-1920;Google Maps;https://www.google.com/maps/place/Tapis+Lampung+ALYN+TAPIS+Kain+Tapis+Toko+Tapis+di+Bandar+Lampung+Pengrajin+Tapis+Lampung/data=!4m7!3m6!1s0x2e40dadd326645a7:0x2bee8dc8d864e773!8m2!3d-5.3853866!4d105.2548722!16s%2Fg%2F11g9vvdzsg!19sChIJp0VmMt3aQC4Rc-dk2MiN7is?authuser=0&hl=id&rclk=1
4;https://www.google.com/maps/place/Tenun+Lampung+Puteri+Tapis/data=!4m7!3m6!1s0x2e40dbdfaa5cfb65:0x5d9f83ff62d0004c!8m2!3d-5.3794482!4d105.2354415!16s%2Fg%2F11n5w3xj8z!19sChIJZftcqt_bQC4RTADQYv-Dn10?authuser=0&hl=id&rclk=1;Tenun Lampung Puteri Tapis;Toko Suvenir;Jl. Purnawirawan Raya No.105, Gn. Terang, Kec. Langkapura, Kota Bandar Lampung, Lampung 35146;0813-7330-0938;Google Maps;https://www.google.com/maps/place/Tenun+Lampung+Puteri+Tapis/data=!4m7!3m6!1s0x2e40dbdfaa5cfb65:0x5d9f83ff62d0004c!8m2!3d-5.3794482!4d105.2354415!16s%2Fg%2F11n5w3xj8z!19sChIJZftcqt_bQC4RTADQYv-Dn10?authuser=0&hl=id&rclk=1
5;https://www.google.com/maps/place/Galeri+Tapis+Lampung/data=!4m7!3m6!1s0x2e40dbeb2b7df6b7:0x724e225f838f54d6!8m2!3d-5.3960543!4d105.2369834!16s%2Fg%2F11gtcrv358!19sChIJt_Z9K-vbQC4R1lSPg18iTnI?authuser=0&hl=id&rclk=1;Galeri Tapis Lampung;Pusat Perbelanjaan;J63P+HQH Galeri Tapis Lampung, Jl. Sam Ratulangi, Gedong Air, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35118;0857-6416-8188;Google Maps;https://www.google.com/maps/place/Galeri+Tapis+Lampung/data=!4m7!3m6!1s0x2e40dbeb2b7df6b7:0x724e225f838f54d6!8m2!3d-5.3960543!4d105.2369834!16s%2Fg%2F11gtcrv358!19sChIJt_Z9K-vbQC4R1lSPg18iTnI?authuser=0&hl=id&rclk=1
6;https://www.google.com/maps/place/Kinan+Tapis/data=!4m7!3m6!1s0x2e40db840e03d59b:0x890c26a8b1b8b276!8m2!3d-5.3949812!4d105.2658448!16s%2Fg%2F11mp5z3r6l!19sChIJm9UDDoTbQC4RdrK4sagmDIk?authuser=0&hl=id&rclk=1;Kinan Tapis;Toko;J748+285 Kinan Tapis, Jagabaya II, Kec. Sukabumi, Kota Bandar Lampung, Lampung 35122;0823-7703-5728;Google Maps;https://www.google.com/maps/place/Kinan+Tapis/data=!4m7!3m6!1s0x2e40db840e03d59b:0x890c26a8b1b8b276!8m2!3d-5.3949812!4d105.2658448!16s%2Fg%2F11mp5z3r6l!19sChIJm9UDDoTbQC4RdrK4sagmDIk?authuser=0&hl=id&rclk=1
7;https://www.google.com/maps/place/Griya+Aisyah+Tapis+Lampung,+Toko+Tapis,+Produsen+Tapis,+Pengrajin+Tapis,+Souvenir+%26+Oleh+oleh+Lampung/data=!4m7!3m6!1s0x2e40da9ad2218909:0xb4bc2c959708426c!8m2!3d-5.397638!4d105.2288475!16s%2Fg%2F11hbn3ztcj!19sChIJCYkh0praQC4RbEIIl5UsvLQ?authuser=0&hl=id&rclk=1;Griya Aisyah Tapis Lampung, Toko Tapis, Produsen Tapis, Pengrajin Tapis, Souvenir & Oleh oleh Lampung;Toko Kerajinan Tangan;Komplek Puri Dwita, Gg. Langgar Blok.A10, Baru, Kec. Langkapura, Kota Bandar Lampung, Lampung 35154;0852-6614-6368;Google Maps;https://www.google.com/maps/place/Griya+Aisyah+Tapis+Lampung,+Toko+Tapis,+Produsen+Tapis,+Pengrajin+Tapis,+Souvenir+%26+Oleh+oleh+Lampung/data=!4m7!3m6!1s0x2e40da9ad2218909:0xb4bc2c959708426c!8m2!3d-5.397638!4d105.2288475!16s%2Fg%2F11hbn3ztcj!19sChIJCYkh0praQC4RbEIIl5UsvLQ?authuser=0&hl=id&rclk=1
8;https://www.google.com/maps/place/Pusat+Oleholeh+Lampung,+Kerajinan+Tapis+Lampung+Sambordir/data=!4m7!3m6!1s0x2e40da57744ce7df:0x9d84fe6d2565b9a3!8m2!3d-5.409863!4d105.2563653!16s%2Fg%2F11b8zy99_0!19sChIJ3-dMdFfaQC4Ro7llJW3-hJ0?authuser=0&hl=id&rclk=1;Pusat Oleholeh Lampung, Kerajinan Tapis Lampung Sambordir;Toko Suvenir;Jl. Imam Bonjol No.24, Bambu kuning, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung;0852-7988-2963;Google Maps;https://www.google.com/maps/place/Pusat+Oleholeh+Lampung,+Kerajinan+Tapis+Lampung+Sambordir/data=!4m7!3m6!1s0x2e40da57744ce7df:0x9d84fe6d2565b9a3!8m2!3d-5.409863!4d105.2563653!16s%2Fg%2F11b8zy99_0!19sChIJ3-dMdFfaQC4Ro7llJW3-hJ0?authuser=0&hl=id&rclk=1
9;https://www.google.com/maps/place/Toko+Tapis+Aneka+Safari/data=!4m7!3m6!1s0x2e40da56f4de41af:0xf4dce5dbff156818!8m2!3d-5.410096!4d105.258893!16s%2Fg%2F1pzyl1jl_!19sChIJr0He9FbaQC4RGGgV_9vl3PQ?authuser=0&hl=id&rclk=1;Toko Tapis Aneka Safari;Toko Suvenir;JL. Raden Intan, Blok B No. 1, Pasar Tengah, Tanjung Karang Pusat, Gn. Sari, Engal, Kota Bandar Lampung, Lampung 35128;0858-4190-3257;Google Maps;https://www.google.com/maps/place/Toko+Tapis+Aneka+Safari/data=!4m7!3m6!1s0x2e40da56f4de41af:0xf4dce5dbff156818!8m2!3d-5.410096!4d105.258893!16s%2Fg%2F1pzyl1jl_!19sChIJr0He9FbaQC4RGGgV_9vl3PQ?authuser=0&hl=id&rclk=1
10;https://www.google.com/maps/place/Sami+Sutra/data=!4m7!3m6!1s0x2e40da57989f847f:0xbcdaa15610bdb94a!8m2!3d-5.4096355!4d105.2560847!16s%2Fg%2F11b7xp0gf_!19sChIJf4SfmFfaQC4RSrm9EFah2rw?authuser=0&hl=id&rclk=1;Sami Sutra;Grosir Kain;Jl. Imam Bonjol No.38, Pasir Gintung, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35127;(0721) 264423;Google Maps;https://www.google.com/maps/place/Sami+Sutra/data=!4m7!3m6!1s0x2e40da57989f847f:0xbcdaa15610bdb94a!8m2!3d-5.4096355!4d105.2560847!16s%2Fg%2F11b7xp0gf_!19sChIJf4SfmFfaQC4RSrm9EFah2rw?authuser=0&hl=id&rclk=1
11;https://www.google.com/maps/place/%28Pusat+Souvenir+Lampung%29+Kaway+Rajabasa/data=!4m7!3m6!1s0x2e40dac8c62522b3:0x99ed37e61e159a6c!8m2!3d-5.375913!4d105.248177!16s%2Fg%2F11h9x9lpdx!19sChIJsyIlxsjaQC4RbJoVHuY37Zk?authuser=0&hl=id&rclk=1;(Pusat Souvenir Lampung) Kaway Rajabasa;Toko Pakaian;Jl. ZA. Pagar Alam No.12 D, Gedong Meneng, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35148;(0721) 772198;Google Maps;https://www.google.com/maps/place/%28Pusat+Souvenir+Lampung%29+Kaway+Rajabasa/data=!4m7!3m6!1s0x2e40dac8c62522b3:0x99ed37e61e159a6c!8m2!3d-5.375913!4d105.248177!16s%2Fg%2F11h9x9lpdx!19sChIJsyIlxsjaQC4RbJoVHuY37Zk?authuser=0&hl=id&rclk=1
12;https://www.google.com/maps/place/House+tapis+citra/data=!4m7!3m6!1s0x2e40dbd0f958de83:0xc9ff7f8a42931483!8m2!3d-5.4114904!4d105.2660128!16s%2Fg%2F11h4lkkm23!19sChIJg95Y-dDbQC4RgxSTQop__8k?authuser=0&hl=id&rclk=1;House tapis citra;Toko Kerajinan Tangan;Jl. Cendrawasih 1 No.07, Tj. Agung Raya, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35126;0813-1873-1455;Google Maps;https://www.google.com/maps/place/House+tapis+citra/data=!4m7!3m6!1s0x2e40dbd0f958de83:0xc9ff7f8a42931483!8m2!3d-5.4114904!4d105.2660128!16s%2Fg%2F11h4lkkm23!19sChIJg95Y-dDbQC4RgxSTQop__8k?authuser=0&hl=id&rclk=1
13;https://www.google.com/maps/place/Toko+Tapis+Sekelik+Sikam/data=!4m7!3m6!1s0x2e40db56c57f6f73:0xa5bf2804148eec88!8m2!3d-5.4128982!4d105.255686!16s%2Fg%2F11s7kq_cg1!19sChIJc29_xVbbQC4RiOyOFAQov6U?authuser=0&hl=id&rclk=1;Toko Tapis Sekelik Sikam;Pusat Perbelanjaan;Jl. Kartini No.181, Palapa, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35127;0895-2194-0253;Google Maps;https://www.google.com/maps/place/Toko+Tapis+Sekelik+Sikam/data=!4m7!3m6!1s0x2e40db56c57f6f73:0xa5bf2804148eec88!8m2!3d-5.4128982!4d105.255686!16s%2Fg%2F11s7kq_cg1!19sChIJc29_xVbbQC4RiOyOFAQov6U?authuser=0&hl=id&rclk=1
14;https://www.google.com/maps/place/Shanggie+Tapis/data=!4m7!3m6!1s0x2e40daf93a137f5d:0x55293b14efaadd5b!8m2!3d-5.4040126!4d105.2597442!16s%2Fg%2F1pzw1f5g_!19sChIJXX8TOvnaQC4RW92q7xQ7KVU?authuser=0&hl=id&rclk=1;Shanggie Tapis;Toko Suvenir;Jl. Teuku Umar No.60, Pasir Gintung, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35121;(0721) 254747;Google Maps;https://www.google.com/maps/place/Shanggie+Tapis/data=!4m7!3m6!1s0x2e40daf93a137f5d:0x55293b14efaadd5b!8m2!3d-5.4040126!4d105.2597442!16s%2Fg%2F1pzw1f5g_!19sChIJXX8TOvnaQC4RW92q7xQ7KVU?authuser=0&hl=id&rclk=1
15;https://www.google.com/maps/place/Ninda+Tapis+Lampung/data=!4m7!3m6!1s0x2e40dbaeb1a2064d:0x6184236001b8e740!8m2!3d-5.4225672!4d105.2644478!16s%2Fg%2F11f609rxw5!19sChIJTQaisa7bQC4RQOe4AWAjhGE?authuser=0&hl=id&rclk=1;Ninda Tapis Lampung;Butik;Rw. Laut, Kec. Tanjungkarang Timur, Kota Bandar Lampung, Lampung 35213;0822-8118-3444;Google Maps;https://www.google.com/maps/place/Ninda+Tapis+Lampung/data=!4m7!3m6!1s0x2e40dbaeb1a2064d:0x6184236001b8e740!8m2!3d-5.4225672!4d105.2644478!16s%2Fg%2F11f609rxw5!19sChIJTQaisa7bQC4RQOe4AWAjhGE?authuser=0&hl=id&rclk=1
16;https://www.google.com/maps/place/Desi+Tapis/data=!4m7!3m6!1s0x2e40db000321430b:0x370b5c24f161c98b!8m2!3d-5.4114669!4d105.2658949!16s%2Fg%2F11yrj4n8rv!19sChIJC0MhAwDbQC4Ri8lh8SRcCzc?authuser=0&hl=id&rclk=1;Desi Tapis;Toko Kerajinan Tangan;Jl. Cendrawasih 1 No.07, Tj. Agung Raya, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35126;;Google Maps;https://www.google.com/maps/place/Desi+Tapis/data=!4m7!3m6!1s0x2e40db000321430b:0x370b5c24f161c98b!8m2!3d-5.4114669!4d105.2658949!16s%2Fg%2F11yrj4n8rv!19sChIJC0MhAwDbQC4Ri8lh8SRcCzc?authuser=0&hl=id&rclk=1
17;https://www.google.com/maps/place/Toko+Tapis+%26+Songket+Reza/data=!4m7!3m6!1s0x2e40da577ac51081:0x6c3ed7bb34637094!8m2!3d-5.4106049!4d105.255191!16s%2Fg%2F11ckqqr53k!19sChIJgRDFelfaQC4RlHBjNLvXPmw?authuser=0&hl=id&rclk=1;Toko Tapis & Songket Reza;Grosir Kain;Pasar Semep / Smep unit 4E, Jalan Bukit Tinggi, Klp. Tiga, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35111;0812-7955-030;Google Maps;https://www.google.com/maps/place/Toko+Tapis+%26+Songket+Reza/data=!4m7!3m6!1s0x2e40da577ac51081:0x6c3ed7bb34637094!8m2!3d-5.4106049!4d105.255191!16s%2Fg%2F11ckqqr53k!19sChIJgRDFelfaQC4RlHBjNLvXPmw?authuser=0&hl=id&rclk=1
18;https://www.google.com/maps/place/Tapis+Helau/data=!4m7!3m6!1s0x2e40dafb0a51f6d3:0x875b04e2692499e3!8m2!3d-5.3997544!4d105.2596147!16s%2Fg%2F1ptzpmks6!19sChIJ0_ZRCvvaQC4R45kkaeIEW4c?authuser=0&hl=id&rclk=1;Tapis Helau;Toko Bahan Bangunan;Jl. Dr. Sutomo No.26, Penengahan, Tanjungkarung Pusat, Bandar Lampung City, Lampung 35126;(0721) 704871;Google Maps;https://www.google.com/maps/place/Tapis+Helau/data=!4m7!3m6!1s0x2e40dafb0a51f6d3:0x875b04e2692499e3!8m2!3d-5.3997544!4d105.2596147!16s%2Fg%2F1ptzpmks6!19sChIJ0_ZRCvvaQC4R45kkaeIEW4c?authuser=0&hl=id&rclk=1
19;https://www.google.com/maps/place/THASYA+ETHNIC/data=!4m7!3m6!1s0x2e40dab8425b18c9:0xc52c0aa0183871ca!8m2!3d-5.3790298!4d105.2414257!16s%2Fg%2F11f15cyw_5!19sChIJyRhbQrjaQC4RynE4GKAKLMU?authuser=0&hl=id&rclk=1;THASYA ETHNIC;Toko Pakaian;Purnawirawan IX, Gn. Terang, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35147;0813-6970-4950;Google Maps;https://www.google.com/maps/place/THASYA+ETHNIC/data=!4m7!3m6!1s0x2e40dab8425b18c9:0xc52c0aa0183871ca!8m2!3d-5.3790298!4d105.2414257!16s%2Fg%2F11f15cyw_5!19sChIJyRhbQrjaQC4RynE4GKAKLMU?authuser=0&hl=id&rclk=1
20;https://www.google.com/maps/place/Erwin+Tapis+Lampung/data=!4m7!3m6!1s0x2e40db0d1435cbaf:0xf59e5c70369cdf1e!8m2!3d-5.3918514!4d105.2256623!16s%2Fg%2F11srlw65sk!19sChIJr8s1FA3bQC4RHt-cNnBcnvU?authuser=0&hl=id&rclk=1;Erwin Tapis Lampung;Toko;J65G+773 Erwin Tapis Lampung, Jl. Madu, Langkapura, Kec. Langkapura, Kota Bandar Lampung, Lampung 35151;0819-1184-3607;Google Maps;https://www.google.com/maps/place/Erwin+Tapis+Lampung/data=!4m7!3m6!1s0x2e40db0d1435cbaf:0xf59e5c70369cdf1e!8m2!3d-5.3918514!4d105.2256623!16s%2Fg%2F11srlw65sk!19sChIJr8s1FA3bQC4RHt-cNnBcnvU?authuser=0&hl=id&rclk=1
21;https://www.google.com/maps/place/Tupperware+Tapis+Adi+Tri/data=!4m7!3m6!1s0x2e40db7cec731113:0xc53832d9fed663ad!8m2!3d-5.3774489!4d105.2683675!16s%2Fg%2F11g1gq5d11!19sChIJExFz7HzbQC4RrWPW_tkyOMU?authuser=0&hl=id&rclk=1;Tupperware Tapis Adi Tri;Toko Perlengkapan Rumah;Jl. Moh. Nur 3 No.38, Sepang Jaya, Kec. Way Halim, Kota Bandar Lampung, Lampung 35132;0821-8053-3555;Google Maps;https://www.google.com/maps/place/Tupperware+Tapis+Adi+Tri/data=!4m7!3m6!1s0x2e40db7cec731113:0xc53832d9fed663ad!8m2!3d-5.3774489!4d105.2683675!16s%2Fg%2F11g1gq5d11!19sChIJExFz7HzbQC4RrWPW_tkyOMU?authuser=0&hl=id&rclk=1
22;https://www.google.com/maps/place/Zama+Tapis+Dan+Sulam+Usus/data=!4m7!3m6!1s0x2e40da8a4efbc69b:0xfc3150c6f550eaab!8m2!3d-5.405808!4d105.239018!16s%2Fg%2F1pztqj5nw!19sChIJm8b7ToraQC4Rq-pQ9cZQMfw?authuser=0&hl=id&rclk=1;Zama Tapis Dan Sulam Usus;Pedagang tekstil;JL. Sultan Badaruddin Gg. Harapan1, No 18, Gedong Air, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35152;0812-7966-363;Google Maps;https://www.google.com/maps/place/Zama+Tapis+Dan+Sulam+Usus/data=!4m7!3m6!1s0x2e40da8a4efbc69b:0xfc3150c6f550eaab!8m2!3d-5.405808!4d105.239018!16s%2Fg%2F1pztqj5nw!19sChIJm8b7ToraQC4Rq-pQ9cZQMfw?authuser=0&hl=id&rclk=1
23;https://www.google.com/maps/place/Toko+Tapis+Lampung+,Pengrajin+Tapis+,Souvenir+dan+oleh-oleh+Lampung+Mutiara+Sikep/data=!4m7!3m6!1s0x2e40d1a3e4ca2ba7:0x4338b9c428a65d5a!8m2!3d-5.3964685!4d105.1977676!16s%2Fg%2F11t8dbrmyw!19sChIJpyvK5KPRQC4RWl2mKMS5OEM?authuser=0&hl=id&rclk=1;Toko Tapis Lampung ,Pengrajin Tapis ,Souvenir dan oleh-oleh Lampung Mutiara Sikep;Toko Kerajinan Tangan;Jl. Eforbia 7 No.Perum Blok 19B1, RW.5, Beringin Raya, Kec. Kemiling, Kota Bandar Lampung, Lampung 35158;0812-7251-1523;Google Maps;https://www.google.com/maps/place/Toko+Tapis+Lampung+,Pengrajin+Tapis+,Souvenir+dan+oleh-oleh+Lampung+Mutiara+Sikep/data=!4m7!3m6!1s0x2e40d1a3e4ca2ba7:0x4338b9c428a65d5a!8m2!3d-5.3964685!4d105.1977676!16s%2Fg%2F11t8dbrmyw!19sChIJpyvK5KPRQC4RWl2mKMS5OEM?authuser=0&hl=id&rclk=1
24;https://www.google.com/maps/place/Tapisku+by+Hannan/data=!4m7!3m6!1s0x2e40da5798431bd3:0xc866e002c98f434d!8m2!3d-5.4094413!4d105.2559901!16s%2Fg%2F11b7xndycc!19sChIJ0xtDmFfaQC4RTUOPyQLgZsg?authuser=0&hl=id&rclk=1;Tapisku by Hannan;Toko Pakaian;Jl. Imam Bonjol No.25, Pasir Gintung, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35127;0821-8317-1155;Google Maps;https://www.google.com/maps/place/Tapisku+by+Hannan/data=!4m7!3m6!1s0x2e40da5798431bd3:0xc866e002c98f434d!8m2!3d-5.4094413!4d105.2559901!16s%2Fg%2F11b7xndycc!19sChIJ0xtDmFfaQC4RTUOPyQLgZsg?authuser=0&hl=id&rclk=1
25;https://www.google.com/maps/place/Sella+Tapis+Lampung/data=!4m7!3m6!1s0x2e40c5698ade83b9:0x386df2c5e3e2752a!8m2!3d-5.3692686!4d105.2257749!16s%2Fg%2F11f5hpkfs1!19sChIJuYPeimnFQC4RKnXi48XybTg?authuser=0&hl=id&rclk=1;Sella Tapis Lampung;Kantor Perusahaan;Jl. Kav. Raya Jl. Pramuka, Rajabasa, Kec. Rajabasa, Kota Bandar Lampung, Lampung;0895-0552-0521;Google Maps;https://www.google.com/maps/place/Sella+Tapis+Lampung/data=!4m7!3m6!1s0x2e40c5698ade83b9:0x386df2c5e3e2752a!8m2!3d-5.3692686!4d105.2257749!16s%2Fg%2F11f5hpkfs1!19sChIJuYPeimnFQC4RKnXi48XybTg?authuser=0&hl=id&rclk=1
26;https://www.google.com/maps/place/Akfar+tapis+lampung/data=!4m7!3m6!1s0x2e40db6d17dbc27f:0x251b6513e561aad7!8m2!3d-5.4253989!4d105.2756189!16s%2Fg%2F11yy0qsfks!19sChIJf8LbF23bQC4R16ph5RNlGyU?authuser=0&hl=id&rclk=1;Akfar tapis lampung;Pabrik tenun;Jl. Perintis Kemerdekaan No.144, Tj. Gading, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35128;0821-7783-4770;Google Maps;https://www.google.com/maps/place/Akfar+tapis+lampung/data=!4m7!3m6!1s0x2e40db6d17dbc27f:0x251b6513e561aad7!8m2!3d-5.4253989!4d105.2756189!16s%2Fg%2F11yy0qsfks!19sChIJf8LbF23bQC4R16ph5RNlGyU?authuser=0&hl=id&rclk=1
27;https://www.google.com/maps/place/Jual+Tapis+lampung+%26+Sulam+usus/data=!4m7!3m6!1s0x2e40c5897c514f7b:0x11f1aec8781ca22d!8m2!3d-5.3606986!4d105.2335196!16s%2Fg%2F11qntshpf4!19sChIJe09RfInFQC4RLaIceMiu8RE?authuser=0&hl=id&rclk=1;Jual Tapis lampung & Sulam usus;Perancang busana;Gg. Masjid Nurussalam No.39A, Rajabasa, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35144;0812-7334-0753;Google Maps;https://www.google.com/maps/place/Jual+Tapis+lampung+%26+Sulam+usus/data=!4m7!3m6!1s0x2e40c5897c514f7b:0x11f1aec8781ca22d!8m2!3d-5.3606986!4d105.2335196!16s%2Fg%2F11qntshpf4!19sChIJe09RfInFQC4RLaIceMiu8RE?authuser=0&hl=id&rclk=1
28;https://www.google.com/maps/place/Jual+Tapis+Lampung+Rosse/data=!4m7!3m6!1s0x2e40db957b7ce343:0xdb5555538e231279!8m2!3d-5.3720247!4d105.2310983!16s%2Fg%2F11tsjtlq1z!19sChIJQ-N8e5XbQC4ReRIjjlNVVds?authuser=0&hl=id&rclk=1;Jual Tapis Lampung Rosse;Kerajinan;Perumahan Sejahtera, Blk. C No.10, Rajabasa, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35362;0813-6734-4770;Google Maps;https://www.google.com/maps/place/Jual+Tapis+Lampung+Rosse/data=!4m7!3m6!1s0x2e40db957b7ce343:0xdb5555538e231279!8m2!3d-5.3720247!4d105.2310983!16s%2Fg%2F11tsjtlq1z!19sChIJQ-N8e5XbQC4ReRIjjlNVVds?authuser=0&hl=id&rclk=1
29;https://www.google.com/maps/place/antoni+tapis/data=!4m7!3m6!1s0x2e40d07f0092b4dd:0xd45c2cd872a1e595!8m2!3d-5.3883611!4d105.2170251!16s%2Fg%2F11gc59w3yb!19sChIJ3bSSAH_QQC4RleWhctgsXNQ?authuser=0&hl=id&rclk=1;antoni tapis;Toko Pakaian;Raya, 31351, Jl. Raden Imba Kusuma No.35, Kemiling Permai, Kec. Kemiling, Kota Bandar Lampung, Lampung 35156;0813-7919-2966;Google Maps;https://www.google.com/maps/place/antoni+tapis/data=!4m7!3m6!1s0x2e40d07f0092b4dd:0xd45c2cd872a1e595!8m2!3d-5.3883611!4d105.2170251!16s%2Fg%2F11gc59w3yb!19sChIJ3bSSAH_QQC4RleWhctgsXNQ?authuser=0&hl=id&rclk=1
30;https://www.google.com/maps/place/Faqih+tapis+lampung/data=!4m7!3m6!1s0x2e40d188685bd263:0xe170617e4b6639a0!8m2!3d-5.3908604!4d105.2150586!16s%2Fg%2F11s2njrcjl!19sChIJY9JbaIjRQC4RoDlmS35hcOE?authuser=0&hl=id&rclk=1;Faqih tapis lampung;Toko;Jl. Raden Imba Kusuma No.1, Kemiling Permai, Kec. Kemiling, Kota Bandar Lampung, Lampung 35151;0821-7522-2795;Google Maps;https://www.google.com/maps/place/Faqih+tapis+lampung/data=!4m7!3m6!1s0x2e40d188685bd263:0xe170617e4b6639a0!8m2!3d-5.3908604!4d105.2150586!16s%2Fg%2F11s2njrcjl!19sChIJY9JbaIjRQC4RoDlmS35hcOE?authuser=0&hl=id&rclk=1
31;https://www.google.com/maps/place/Ruwa+Jurai+Tapis+Lampung/data=!4m7!3m6!1s0x2e40da4c0a2fdc51:0x2c2b3b152cb6b9df!8m2!3d-5.4223411!4d105.2615676!16s%2Fg%2F11c6lbvbjd!19sChIJUdwvCkzaQC4R37m2LBU7Kyw?authuser=0&hl=id&rclk=1;Ruwa Jurai Tapis Lampung;Toko Pakaian;Jl. Jend. Sudirman No.43C, Enggal, Engal, Kota Bandar Lampung, Lampung 35118;0815-4005-0815;Google Maps;https://www.google.com/maps/place/Ruwa+Jurai+Tapis+Lampung/data=!4m7!3m6!1s0x2e40da4c0a2fdc51:0x2c2b3b152cb6b9df!8m2!3d-5.4223411!4d105.2615676!16s%2Fg%2F11c6lbvbjd!19sChIJUdwvCkzaQC4R37m2LBU7Kyw?authuser=0&hl=id&rclk=1
32;https://www.google.com/maps/place/Tati+tapis+Lampung/data=!4m7!3m6!1s0x2e40c5ebcb4dfc57:0x58bcfe6d1c359e24!8m2!3d-5.3581136!4d105.2408079!16s%2Fg%2F11txtg4m8j!19sChIJV_xNy-vFQC4RJJ41HG3-vFg?authuser=0&hl=id&rclk=1;Tati tapis Lampung;Toko Suvenir;Jl. Hi Komarudin Gg Nusantara 07 No.60, Rajabasa Raya, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35144;0852-0838-3313;Google Maps;https://www.google.com/maps/place/Tati+tapis+Lampung/data=!4m7!3m6!1s0x2e40c5ebcb4dfc57:0x58bcfe6d1c359e24!8m2!3d-5.3581136!4d105.2408079!16s%2Fg%2F11txtg4m8j!19sChIJV_xNy-vFQC4RJJ41HG3-vFg?authuser=0&hl=id&rclk=1
